product,service_type,service_category,cloud_provider
GitHub Bandwidth for GHAE,GitHub AE,Developer Tools,Azure
GitHub AE,GitHub AE,Developer Tools,Azure
Test Base for Microsoft 365,Test Base,Developer Tools,Azure
App Center,App Center,Developer Tools,Azure
Azure Artifacts,Azure DevOps,Developer Tools,Azure
Azure Repos and Boards (Basic),Azure DevOps,Developer Tools,Azure
Azure Test Plans,Azure DevOps,Developer Tools,Azure
Azure Pipelines,Azure DevOps,Developer Tools,Azure
Cloud-Based Load Testing,Azure DevOps,Developer Tools,Azure
API Management,API Management,Developer Tools,Azure
AWS CodeDeploy,Developer Tools,Developer Tools,AWS
AWS Cloud Control API,Developer Tools,Developer Tools,AWS
AWS CodeCommit,Developer Tools,Developer Tools,AWS
AWS X-Ray,Developer Tools,Developer Tools,AWS
Amazon Corretto,Developer Tools,Developer Tools,AWS
AWS Tools and SDKs,Developer Tools,Developer Tools,AWS
AWS CodeStar,Developer Tools,Developer Tools,AWS
AWS CodeBuild,Developer Tools,Developer Tools,AWS
AWS Fault Injection Simulator,Developer Tools,Developer Tools,AWS
AWS Cloud9,Developer Tools,Developer Tools,AWS
AWS CodeArtifact,Developer Tools,Developer Tools,AWS
AWS Cloud Development Kit (CDK),Developer Tools,Developer Tools,AWS
AWS Command Line Interface (CLI),Developer Tools,Developer Tools,AWS
AWS CodePipeline,Developer Tools,Developer Tools,AWS
AWS CloudShell,Developer Tools,Developer Tools,AWS
App Configuration,App Configuration,Developer Tools,Azure
Azure Fluid Relay,Azure Fluid Relay,Developer Tools,Azure
Azure Lab Services,Azure Lab Services,Developer Tools,Azure
Azure Load Testing,Azure Load Testing,Developer Tools,Azure
Azure Managed Grafana,Azure Grafana Service,Developer Tools,Azure
Visual Studio Codespaces Linux Environment,Visual Studio Codespaces,Developer Tools,Azure
Visual Studio Subscription,Visual Studio Subscription,Developer Tools,Azure
AWS Deep Learning Containers,Machine Learning,Machine Learning,AWS
Amazon Lex,Machine Learning,Machine Learning,AWS
Amazon Lookout for Metrics,Machine Learning,Machine Learning,AWS
PyTorch on AWS,Machine Learning,Machine Learning,AWS
Amazon SageMaker Training Compiler,Machine Learning,Machine Learning,AWS
Apache MXNet on AWS,Machine Learning,Machine Learning,AWS
Amazon Transcribe,Machine Learning,Machine Learning,AWS
Amazon CodeGuru,Machine Learning,Machine Learning,AWS
Amazon Kendra,Machine Learning,Machine Learning,AWS
TensorFlow on AWS,Machine Learning,Machine Learning,AWS
Amazon Elastic Inference,Machine Learning,Machine Learning,AWS
Amazon DevOps Guru,Machine Learning,Machine Learning,AWS
AWS DeepLens,Machine Learning,Machine Learning,AWS
Amazon Personalize,Machine Learning,Machine Learning,AWS
Amazon SageMaker Studio Lab,Machine Learning,Machine Learning,AWS
Amazon SageMaker,Machine Learning,Machine Learning,AWS
AWS Panorama,Machine Learning,Machine Learning,AWS
Amazon Textract,Machine Learning,Machine Learning,AWS
Amazon Fraud Detector,Machine Learning,Machine Learning,AWS
Amazon SageMaker Ground Truth,Machine Learning,Machine Learning,AWS
Amazon Augmented AI,Machine Learning,Machine Learning,AWS
AWS DeepRacer,Machine Learning,Machine Learning,AWS
Amazon Comprehend,Machine Learning,Machine Learning,AWS
AWS Inferentia,Machine Learning,Machine Learning,AWS
Amazon Polly,Machine Learning,Machine Learning,AWS
Amazon Monitron,Machine Learning,Machine Learning,AWS
Amazon Lookout for Vision,Machine Learning,Machine Learning,AWS
Amazon Rekognition,Machine Learning,Machine Learning,AWS
Amazon SageMaker Canvas,Machine Learning,Machine Learning,AWS
Amazon Lex Automated Chatbot Designer (Preview),Machine Learning,Machine Learning,AWS
Amazon HealthLake,Machine Learning,Machine Learning,AWS
Amazon Forecast,Machine Learning,Machine Learning,AWS
Amazon SageMaker Ground Truth Plus,Machine Learning,Machine Learning,AWS
Amazon Translate,Machine Learning,Machine Learning,AWS
Amazon DevOps Guru for RDS,Machine Learning,Machine Learning,AWS
AWS DeepComposer,Machine Learning,Machine Learning,AWS
Amazon Lookout for Equipment,Machine Learning,Machine Learning,AWS
AWS Deep Learning AMIs,Machine Learning,Machine Learning,AWS
Azure Quantum Inspired Optimization,Quantum Computing,Quantum Computing,Azure
Amazon WorkSpaces,End User Computing,End User Computing,AWS
Amazon AppStream 2.0,End User Computing,End User Computing,AWS
IoT Hub Device Provisioning,IoT Hub,Internet of Things,Azure
Device Update for IoT Hub,IoT Hub,Internet of Things,Azure
IoT Hub,IoT Hub,Internet of Things,Azure
Azure Maps,Azure Maps,Internet of Things,Azure
Event Grid,Event Grid,Internet of Things,Azure
Event Hubs,Event Hubs,Internet of Things,Azure
IoT Central,IoT Central,Internet of Things,Azure
Digital Twins,Digital Twins,Internet of Things,Azure
Notification Hubs,Notification Hubs,Internet of Things,Azure
AWS IoT ExpressLink (Preview),Internet of Things,Internet of Things,AWS
AWS IoT Device Management,Internet of Things,Internet of Things,AWS
Amazon FreeRTOS,Internet of Things,Internet of Things,AWS
AWS IoT TwinMaker (Preview),Internet of Things,Internet of Things,AWS
AWS IoT EduKit,Internet of Things,Internet of Things,AWS
AWS Partner Device Catalog,Internet of Things,Internet of Things,AWS
AWS IoT Things Graph,Internet of Things,Internet of Things,AWS
AWS IoT FleetWise (Preview),Internet of Things,Internet of Things,AWS
AWS IoT 1-Click,Internet of Things,Internet of Things,AWS
AWS IoT RoboRunner (Preview),Internet of Things,Internet of Things,AWS
AWS IoT Button,Internet of Things,Internet of Things,AWS
AWS IoT SiteWise,Internet of Things,Internet of Things,AWS
AWS IoT Core,Internet of Things,Internet of Things,AWS
AWS IoT Greengrass,Internet of Things,Internet of Things,AWS
AWS IoT Events,Internet of Things,Internet of Things,AWS
AWS IoT Device Defender,Internet of Things,Internet of Things,AWS
AWS IoT Analytics,Internet of Things,Internet of Things,AWS
Time Series Insights,Time Series Insights,Internet of Things,Azure
Windows 10 IoT Core Services,Windows 10 IoT Core Services,Internet of Things,Azure
NS8 Protect,NS,ApplicationServices,Google
Cmd - Production Linux Security,Cmd,ApplicationServices,Google
Cloud Data Loss Prevention,DLP,ApplicationServices,Google
Cloud Key Management Service (KMS),KMS,ApplicationServices,Google
Remote Build Execution,RBE,ApplicationServices,Google
Cloud Bigtable,SSD,ApplicationServices,Google
AtOS Evidian IDaaS (Identity as a Service),AtOS,ApplicationServices,Google
Cloud Logging,Logs,ApplicationServices,Google
Zype Add-On-Plans - Transcoding,Zype,ApplicationServices,Google
Zype Add-On Plans - Content Delivery,Zype,ApplicationServices,Google
Zype,Zype,ApplicationServices,Google
"NetApp, Inc. NetApp Cloud Volumes Service",41748,ApplicationServices,Google
AERIS Aeris Integration Service,AERIS,ApplicationServices,Google
Aiven for MySQL,Aiven,ApplicationServices,Google
Aiven for Apache Cassandra,Aiven,ApplicationServices,Google
Aiven Managed Database Services,Aiven,ApplicationServices,Google
Aiven for Apache Kafka Connect,Aiven,ApplicationServices,Google
Aiven for Apache Kafka,Aiven,ApplicationServices,Google
Aiven for Apache Kafka MirrorMaker 2,Aiven,ApplicationServices,Google
Aiven for Redis,Aiven,ApplicationServices,Google
Aiven for PostgreSQL,Aiven,ApplicationServices,Google
Aiven for Elasticsearch,Aiven,ApplicationServices,Google
Bkper,Bkper,ApplicationServices,Google
Cloud Build,Build,ApplicationServices,Google
DKube,DKube,ApplicationServices,Google
Elotl Kip Enterprise,Elotl,ApplicationServices,Google
Elotl buildscaler,Elotl,ApplicationServices,Google
JFrog test-pro-team-saas-test,JFrog,ApplicationServices,Google
JFrog Enterprise+ (Complete DevOps Platform),JFrog,ApplicationServices,Google
JFrog jfrog-pro-team-saas,JFrog,ApplicationServices,Google
"JFrog Test - JFrog Enterprise: Artifacts, DevSecOps & CI/CD - Test",JFrog,ApplicationServices,Google
JFrog test-jfrog-isaas-test,JFrog,ApplicationServices,Google
JFrog Test - JFrog Enterprise+ (Complete DevOps Platform) -Test,JFrog,ApplicationServices,Google
JFrog Cloud Pro X,JFrog,ApplicationServices,Google
MinIO Object Storage,MinIO,ApplicationServices,Google
Neo4j Aura Enterprise Database-as-a-Service,Neo4j,ApplicationServices,Google
Qubit Personalization,Qubit,ApplicationServices,Google
Cloud Memorystore for Redis,Redis,ApplicationServices,Google
Workflows,Steps,ApplicationServices,Google
VOGSY,VOGSY,ApplicationServices,Google
AODocs,AODocs,ApplicationServices,Google
Accern ESG Scores Dataset,Accern,ApplicationServices,Google
Alcide,Alcide,ApplicationServices,Google
Anthos Service Mesh,Anthos,ApplicationServices,Google
Anthos / GDC-V,Anthos,ApplicationServices,Google
Cloud AutoML,AutoML,ApplicationServices,Google
DEMAND Signals,DEMAND,ApplicationServices,Google
DEMAND - Live Event Tracker,DEMAND,ApplicationServices,Google
Managed Service for Microsoft Active Directory,Domain,ApplicationServices,Google
Fastly for GCP Marketplace,Fastly,ApplicationServices,Google
GW Apps GW Apps,GWApps,ApplicationServices,Google
GitLab,GitLab,ApplicationServices,Google
Google Cloud Vision OCR On-Prem,Google,ApplicationServices,Google
Looker Data Platform SaaS,Looker,ApplicationServices,Google
Lytics,Lytics,ApplicationServices,Google
McAfee Endpoint Protection - Subscription,McAfee,ApplicationServices,Google
Now IMS Now Education,NowIMS,ApplicationServices,Google
Now IMS Now Intelligence Management,NowIMS,ApplicationServices,Google
Plugon Augmentation,Plugon,ApplicationServices,Google
Qubole Data Service,Qubole,ApplicationServices,Google
Reltio Connected Data Platform,Reltio,ApplicationServices,Google
ResIOT OPEN GCP,ResIOT,ApplicationServices,Google
Rivery - SaaS ELT,Rivery,ApplicationServices,Google
Sentry,Sentry,ApplicationServices,Google
Solo.io gloo-enterprise-subscription,Soloio,ApplicationServices,Google
Cloud Speech API,Speech,ApplicationServices,Google
Speaker ID,Speech,ApplicationServices,Google
Splunk Cloud,Splunk,ApplicationServices,Google
StraaS,Straas,ApplicationServices,Google
Suki AI suki-ai,SukiAI,ApplicationServices,Google
Tanker,Tanker,ApplicationServices,Google
Stackdriver Trace,Traces,ApplicationServices,Google
UCRAFT White Label,UCRAFT,ApplicationServices,Google
Unizin Data Platform,Unizin,ApplicationServices,Google
"Virtru for Data Encryption, Protection, and Privacy",Virtru,ApplicationServices,Google
itopia Cloud Automation Stack,itopia,ApplicationServices,Google
Actifio GO for GCP,Actifio,ApplicationServices,Google
Actifio GO,Actifio,ApplicationServices,Google
Airship Customer Engagement Platform,Airship,ApplicationServices,Google
Aparavi Aparavi Active Archive,Aparavi,ApplicationServices,Google
Atos - Dev Identity as a Service,AtosDev,ApplicationServices,Google
Avantra,Avantra,ApplicationServices,Google
CYDERES cyderes-gcp,CYDERES,ApplicationServices,Google
Dataproc,Compute,ApplicationServices,Google
Cloud Run,Compute,ApplicationServices,Google
Dataiku Enterprise Ready AI,Dataiku,ApplicationServices,Google
Elasticsearch Service on Elastic Cloud - Annual,Elastic,ApplicationServices,Google
Gremlin Chaos Engineering Platform,Gremlin,ApplicationServices,Google
"HYCU, Inc HYCU",HYCUInc,ApplicationServices,Google
Instana - Container & Microservices Monitoring on GCP,Instana,ApplicationServices,Google
Cloud Talent Solution,JobsAPI,ApplicationServices,Google
LumApps,LumApps,ApplicationServices,Google
Distance Matrix API,MapsApi,ApplicationServices,Google
Places API,MapsApi,ApplicationServices,Google
Street View Static API,MapsApi,ApplicationServices,Google
Maps Elevation API,MapsApi,ApplicationServices,Google
Maps Embed API,MapsApi,ApplicationServices,Google
Roads API,MapsApi,ApplicationServices,Google
Time Zone API,MapsApi,ApplicationServices,Google
Maps API,MapsApi,ApplicationServices,Google
Google Maps Mobile SDK,MapsApi,ApplicationServices,Google
Geocoding API,MapsApi,ApplicationServices,Google
Geolocation API,MapsApi,ApplicationServices,Google
Directions API,MapsApi,ApplicationServices,Google
Maps Static API,MapsApi,ApplicationServices,Google
MariaDB SkySQL,MariaDB,ApplicationServices,Google
Pub/Sub Lite,Message,ApplicationServices,Google
Cloud Pub/Sub,Message,ApplicationServices,Google
Metadot Mojo Helpdesk,Metadot,ApplicationServices,Google
MongoDB Atlas Starter,MongoDB,ApplicationServices,Google
MongoDB Atlas GCP Free,MongoDB,ApplicationServices,Google
"Neo4j, Inc. Neo4j AuraDB Professional",NeojInc,ApplicationServices,Google
Robin.io Robin Cloud Native Storage,Robinio,ApplicationServices,Google
Rollbar,Rollbar,ApplicationServices,Google
Snyk Ltd. Snyk: Developer-First Security,SnykLtd,ApplicationServices,Google
Dataplex,Storage,ApplicationServices,Google
UJET Inc UJET,UJETInc,ApplicationServices,Google
Web Risk,WebRisk,ApplicationServices,Google
cds-demo-2 CDS Test 1,cdsdemo,ApplicationServices,Google
Adverity Data Connectors,Adverity,ApplicationServices,Google
Appranix Site Reliability Automation,Appranix,ApplicationServices,Google
Ascend.io Ascend Unified Data Engineering Platform,Ascendio,ApplicationServices,Google
Bluecore,Bluecore,ApplicationServices,Google
Circonus,Circonus,ApplicationServices,Google
Cloud IoT Core,CloudIot,ApplicationServices,Google
Cohesity Backup as a Service,Cohesity,ApplicationServices,Google
Collibra collibra-data-intelligence-cloud-gcp,Collibra,ApplicationServices,Google
Collibra Data Intelligence Cloud,Collibra,ApplicationServices,Google
DataStax K8ssandra - Marketplace,DataStax,ApplicationServices,Google
DataStax API (Dev),DataStax,ApplicationServices,Google
DataStax dse-saas-6mth,DataStax,ApplicationServices,Google
DataStax dse-saas,DataStax,ApplicationServices,Google
DataStax Astra for Apache Cassandra (Beta),DataStax,ApplicationServices,Google
Firebase Test Lab,Firebase,ApplicationServices,Google
Fivetran Data Pipelines,Fivetran,ApplicationServices,Google
Cloud Deploy,FixedFee,ApplicationServices,Google
BeyondCorp Enterprise,FixedFee,ApplicationServices,Google
BigQuery Reservation API,FlatRate,ApplicationServices,Google
Game Services API,FlatRate,ApplicationServices,Google
HeadSpin HeadSpin Mobile Performance,HeadSpin,ApplicationServices,Google
Human API,HumanAPI,ApplicationServices,Google
Identity Platform,Identity,ApplicationServices,Google
Kissflow Digital Workplace,Kissflow,ApplicationServices,Google
Cloud Vision API,Landmark,ApplicationServices,Google
Cloud Natural Language,Language,ApplicationServices,Google
LiveCall - Call Generation,LiveCall,ApplicationServices,Google
LiveCall - Call Tracking,LiveCall,ApplicationServices,Google
Cloud Memorystore for Memcached,Memcache,ApplicationServices,Google
Mitchell MIDA,Mitchell,ApplicationServices,Google
Netskope Security Cloud,Netskope,ApplicationServices,Google
Pollstar Data Cloud,Pollstar,ApplicationServices,Google
Portworx,Portworx,ApplicationServices,Google
Portworx Enterprise (Managed Updates),Portworx,ApplicationServices,Google
Portworx Enterprise,Portworx,ApplicationServices,Google
SendGrid Marketing Campaigns,SendGrid,ApplicationServices,Google
Spotinst,Spotinst,ApplicationServices,Google
StackRox Security Platform,StackRox,ApplicationServices,Google
Teradata Vantage on Google Cloud,Teradata,ApplicationServices,Google
Teradata teradata-on-gcp,Teradata,ApplicationServices,Google
Tidelift The Tidelift Subscription,Tidelift,ApplicationServices,Google
Trifacta Cloud Dataprep by Trifacta,Trifacta,ApplicationServices,Google
Visulate visulate-for-oracle,Visulate,ApplicationServices,Google
xMatters,xMatters,ApplicationServices,Google
Authentic8 Silo for Research,Authentic,ApplicationServices,Google
Avik Cloud AvikCloud,AvikCloud,ApplicationServices,Google
Cameyo Inc Cameyo Virtual Application Delivery,CameyoInc,ApplicationServices,Google
CloudBees Core,CloudBees,ApplicationServices,Google
CloudBees CI,CloudBees,ApplicationServices,Google
CloudBees Jenkins Support,CloudBees,ApplicationServices,Google
Codefresh,Codefresh,ApplicationServices,Google
CommvaultComplete,Commvault,ApplicationServices,Google
Confluent Cloud for Apache Kafka POC,Confluent,ApplicationServices,Google
Confluent Cloud for Apache Kafka,Confluent,ApplicationServices,Google
Confluent Apache Kafka on Confluent Cloud,Confluent,ApplicationServices,Google
Dynamic AI Demo,DynamicAI,ApplicationServices,Google
VM Bugbash 8,Eetesting,ApplicationServices,Google
F5 Networks f5-shape-enterprise-defense,FNetworks,ApplicationServices,Google
F5 Networks F5 Silverline Shape Defense,FNetworks,ApplicationServices,Google
F5 Networks F5 Silverline Managed Web Application Firewall (WAF),FNetworks,ApplicationServices,Google
F5 Networks F5 Silverline Managed DDOS Protection Service,FNetworks,ApplicationServices,Google
ForgeRock Identity Cloud,ForgeRock,ApplicationServices,Google
Cloud Functions,Functions,ApplicationServices,Google
HashiCorp Terraform Enterprise,HashiCorp,ApplicationServices,Google
HashiCorp Consul,HashiCorp,ApplicationServices,Google
HashiCorp Vault,HashiCorp,ApplicationServices,Google
Hazelcast Cloud Enterprise,Hazelcast,ApplicationServices,Google
IBM Aspera Aspera on Cloud,IBMAspera,ApplicationServices,Google
"Inpher, Inc. XOR Secret Computing Platform",InpherInc,ApplicationServices,Google
"JFrog Enterprise: Artifacts, DevSecOps & CI/CD",Jfroggcmp,ApplicationServices,Google
KubeMQ Ltd KubeMQ,KubeMQLtd,ApplicationServices,Google
MYFUNDBOX FundraisingCRM,MYFUNDBOX,ApplicationServices,Google
MYFUNDBOX Payments,MYFUNDBOX,ApplicationServices,Google
"NetApp, Inc. Cloud Manager for Cloud Volumes ONTAP",NetAppInc,ApplicationServices,Google
Presslabs Presslabs Dashboard,Presslabs,ApplicationServices,Google
Certificate Authority Service,PrivateCA,ApplicationServices,Google
Pumpkin DB pumpkin-saas-fixed-fee,PumpkinDB,ApplicationServices,Google
Pumpkin DB pumpkin-saas-fixed-fee-overage,PumpkinDB,ApplicationServices,Google
Pumpkin DB pumpkin-multicl2,PumpkinDB,ApplicationServices,Google
Pumpkin DB pumpkin-saas-no-migration,PumpkinDB,ApplicationServices,Google
Pumpkin DB pumpkin-saas-migrate-publish,PumpkinDB,ApplicationServices,Google
Pumpkin DB pumpkin-saas-payg-sku-write,PumpkinDB,ApplicationServices,Google
Pumpkin DB pumpkin-saas-legacy,PumpkinDB,ApplicationServices,Google
Pumpkin DB pumpkin-multicl1,PumpkinDB,ApplicationServices,Google
Redis Labs Redis Enterprise,RedisLabs,ApplicationServices,Google
Redis Labs Redis Enterprise Cloud,RedisLabs,ApplicationServices,Google
Cloud Scheduler,Scheduler,ApplicationServices,Google
Starburst Enterprise-  Distributed SQL Query Engine,Starburst,ApplicationServices,Google
Datastream,Streaming,ApplicationServices,Google
BigQuery Storage API,Streaming,ApplicationServices,Google
Striim Inc. Striim Subscription,StriimInc,ApplicationServices,Google
Striim Inc. StreamShift by Striim,StriimInc,ApplicationServices,Google
Striim Inc. Striim Support,StriimInc,ApplicationServices,Google
TYMLEZ Inc. TBSP,TYMLEZInc,ApplicationServices,Google
Thales CPL ekms-dpod-eu,ThalesCPL,ApplicationServices,Google
Thales CPL Thales CipherTrust Cloud Key Broker for Google - North America,ThalesCPL,ApplicationServices,Google
Transcode API,Transcode,ApplicationServices,Google
Trillo Inc. Trillo Cloud Applications,TrilloInc,ApplicationServices,Google
"Zenoss, Inc Zenoss",ZenossInc,ApplicationServices,Google
netapp.com NetApp Cloud Volumes API (Dev),netappcom,ApplicationServices,Google
omniX labs omniX Vision | Analyze video in real time,omniXlabs,ApplicationServices,Google
Notebooks,AiPlatform,ApplicationServices,Google
Vertex AI,AiPlatform,ApplicationServices,Google
Astronomer,Astronomer,ApplicationServices,Google
AtScale Inc AtScale Adaptive Analytics,AtScaleInc,ApplicationServices,Google
CARTODB Inc. CARTO Platform,CARTODBInc,ApplicationServices,Google
CloudHedge Service,CloudHedge,ApplicationServices,Google
Cloudinary Dynamic Media Management Solution,Cloudinary,ApplicationServices,Google
Cloud Data Fusion,DataFusion,ApplicationServices,Google
Databricks (dev),Databricks,ApplicationServices,Google
Cloud Dialogflow API,Dialogflow,ApplicationServices,Google
Cloud Document AI API,DocumentAI,ApplicationServices,Google
GliaStudio,GliaStudio,ApplicationServices,Google
"Harness, Inc. Harness Continuous Efficiency",HarnessInc,ApplicationServices,Google
"Harness, Inc. Harness Continuous Delivery",HarnessInc,ApplicationServices,Google
Indicative Customer Analytics,Indicative,ApplicationServices,Google
"Intento, Inc. Intento Enterprise MT Hub",IntentoInc,ApplicationServices,Google
Cloud Machine Learning Engine,MLPlatform,ApplicationServices,Google
Maps SDK for Unity,MapsGaming,ApplicationServices,Google
MongoDB Inc. atlas-pro-4,MongoDBInc,ApplicationServices,Google
MongoDB Inc. atlas-pro-3,MongoDBInc,ApplicationServices,Google
MongoDB Inc. MongoDB Atlas,MongoDBInc,ApplicationServices,Google
Stackdriver,Monitoring,ApplicationServices,Google
Stackdriver Monitoring,Monitoring,ApplicationServices,Google
OpsRamp Inc. OpsRamp Platform,OpsRampInc,ApplicationServices,Google
Panzura Inc. Panzura Cloud Block Store,PanzuraInc,ApplicationServices,Google
PerimeterX Code Defender,PerimeterX,ApplicationServices,Google
PerimeterX Bot Defender Mobile,PerimeterX,ApplicationServices,Google
PerimeterX PerimeterX Bot Defender,PerimeterX,ApplicationServices,Google
Prediction,Prediction,ApplicationServices,Google
Translate,Prediction,ApplicationServices,Google
Recommendations AI,Prediction,ApplicationServices,Google
Prodoscore,Prodoscore,ApplicationServices,Google
Source Repository,SourceRepo,ApplicationServices,Google
Transcoder API,Transcoder,ApplicationServices,Google
Zorroa Corp. Zorroa,ZorroaCorp,ApplicationServices,Google
floreysoft Ultradox for G Suite,floreysoft,ApplicationServices,Google
superQuery,superQuery,ApplicationServices,Google
AppViewX Inc AppViewX-CLM-v2,AppViewXInc,ApplicationServices,Google
Fortinet Inc. Fortinet FortiWeb Cloud WAF-as-a-Service,FortinetInc,ApplicationServices,Google
Grafana Labs Grafana Cloud,GrafanaLabs,ApplicationServices,Google
Informatica Intelligent Cloud Services,Informatica,ApplicationServices,Google
Jetstack Ltd. Jetstack Secure for cert-manager,JetstackLtd,ApplicationServices,Google
"Lacework, Inc. Lacework Cloud Security Platform",LaceworkInc,ApplicationServices,Google
Live Stream API,Live Stream,ApplicationServices,Google
"Metatype, Inc. Copilot for Web Development",MetatypeInc,ApplicationServices,Google
Parashift AG Parashift Platform,ParashiftAG,ApplicationServices,Google
"Rill Data, Inc Rill Data - Fully Managed Cloud Service for Apache Druid",RillDataInc,ApplicationServices,Google
"Tackle.io, Inc. Tackle Upstream for GCP Marketplace",TackleioInc,ApplicationServices,Google
Twinword Inc. Word Dictionary API,TwinwordInc,ApplicationServices,Google
Twinword Inc. Category Recommendation API,TwinwordInc,ApplicationServices,Google
Twinword Inc. Word Quiz API,TwinwordInc,ApplicationServices,Google
Twinword Inc. Text Similarity API,TwinwordInc,ApplicationServices,Google
Twinword Inc. Lemmatizer API,TwinwordInc,ApplicationServices,Google
Twinword Inc. Emotion Analysis API,TwinwordInc,ApplicationServices,Google
Twinword Inc. Keyword Suggestion API,TwinwordInc,ApplicationServices,Google
Twinword Inc. Topic Tagging API,TwinwordInc,ApplicationServices,Google
Twinword Inc. Twinword Text Analysis API Bundle,TwinwordInc,ApplicationServices,Google
Twinword Inc. Word Associations API,TwinwordInc,ApplicationServices,Google
Twinword Inc. Sentiment Analysis API,TwinwordInc,ApplicationServices,Google
Twinword Inc. Language Scoring API,TwinwordInc,ApplicationServices,Google
Twinword Inc. Visual Context Graph API,TwinwordInc,ApplicationServices,Google
Twinword Inc. Text Classification API,TwinwordInc,ApplicationServices,Google
White Ops Inc. Keep it Human,WhiteOpsInc,ApplicationServices,Google
"BuzzBoard, Inc. smbsmart",BuzzBoardInc,ApplicationServices,Google
Computerlogy SocialEnable,Computerlogy,ApplicationServices,Google
Confluent Dev Confluent Cloud Service Dev,ConfluentDev,ApplicationServices,Google
Cloud Data Labeling Service,DataLabeling,ApplicationServices,Google
App Engine,DatastoreOps,ApplicationServices,Google
Dynatrace LLC Dynatrace,DynatraceLLC,ApplicationServices,Google
Cloud Optimization,FleetRouting,ApplicationServices,Google
BigQuery Data Transfer Service,GoogleSource,ApplicationServices,Google
Google Speech Speech-to-Text On-Prem,GoogleSpeech,ApplicationServices,Google
"HackerBay, Inc. Fyipe",HackerBayInc,ApplicationServices,Google
Kentik Detect,KentikDetect,ApplicationServices,Google
Lightbend Inc. Akka Cloud Platform for GCP,LightbendInc,ApplicationServices,Google
Lightbend Inc. Cloudflow,LightbendInc,ApplicationServices,Google
LogicMonitor,LogicMonitor,ApplicationServices,Google
Qumulo 10TB All-Flash Qumulo File System Instance,Qumulopublic,ApplicationServices,Google
Qumulo 5TB Hybrid Qumulo File System Instance,Qumulopublic,ApplicationServices,Google
Redis Labs DEV Redis Enterprise Cloud,RedisLabsDEV,ApplicationServices,Google
Cloud Text-to-Speech API,TextToSpeech,ApplicationServices,Google
BigQuery,ActiveStorage,ApplicationServices,Google
Climate Engine Enterprise Solution,ClimateEngine,ApplicationServices,Google
Cloud Composer,CloudComposer,ApplicationServices,Google
"CloudQuest, Inc. Guardian",CloudQuestInc,ApplicationServices,Google
Security Command Center,CloudSecurity,ApplicationServices,Google
CompilerWorks,CompilerWorks,ApplicationServices,Google
Elastic Cloud (managed Elasticsearch Service),Elasticsearch,ApplicationServices,Google
Influxdata - DEV Cloud2 GCP Marketplace Dev,InfluxdataDEV,ApplicationServices,Google
demo-oct2,Mpopsproddemo,ApplicationServices,Google
Quantum Metric,QuantumMetric,ApplicationServices,Google
Secret Manager,SecretManager,ApplicationServices,Google
Shape Security Connect,ShapeSecurity,ApplicationServices,Google
Shape Security Shape Enterprise Defense,ShapeSecurity,ApplicationServices,Google
Techlatest.net SellOdoo,Techlatestnet,ApplicationServices,Google
dev-n4gcp-neo4j-io-251218 Neo4j GCP Integration Service (Dev),devngcpneojio,ApplicationServices,Google
Bell Integrator Neuton,BellIntegrator,ApplicationServices,Google
Bricks Software Unleash-enterprise,BricksSoftware,ApplicationServices,Google
Confluent Local Confluent Cloud,ConfluentLocal,ApplicationServices,Google
"Data Theorem, Inc. API Secure",DataTheoremInc,ApplicationServices,Google
DataStax Astra DB for Apache Cassandra,Datastaxpublic,ApplicationServices,Google
Garblecloud Inc. GarbleCloud Encryption,GarblecloudInc,ApplicationServices,Google
Live Objects Inc. live-objects-pip-k8s,LiveObjectsInc,ApplicationServices,Google
PlanetScale Inc. PlanetScaleDB,PlanetScaleInc,ApplicationServices,Google
Cloud Spanner,SpannerStorage,ApplicationServices,Google
ThoughtSpot Inc ThoughtSpot Search & AI-driven Analytics,ThoughtSpotInc,ApplicationServices,Google
Video Stitcher API,Video Stitcher,ApplicationServices,Google
Z-Stream,Zazmic_zstream,ApplicationServices,Google
Alpina Analytics Swiftflow,AlpinaAnalytics,ApplicationServices,Google
Global Tax as a Service,Blue Antoinette,ApplicationServices,Google
Crux Informatics Crux Deliver,CruxInformatics,ApplicationServices,Google
End-to-end Testing sheri-test-fixed-fee,EndtoendTesting,ApplicationServices,Google
End-to-end Testing Kubernetes test solution,EndtoendTesting,ApplicationServices,Google
Firstlight Media Transcoder,FirstlightMedia,ApplicationServices,Google
Cloud Document API,GeneralDocument,ApplicationServices,Google
IBM Power Systems for Google Cloud,IBMPowerSystems,ApplicationServices,Google
Partner Demo Test thiagolacerda-subs-test,PartnerDemoTest,ApplicationServices,Google
SendGrid,SendgridPremier,ApplicationServices,Google
infamkplcodelab IICS Service - Testing,infamkplcodelab,ApplicationServices,Google
BigQuery BI Engine,BigQueryBIEngine,ApplicationServices,Google
MatosSphere,Cloudmatospublic,ApplicationServices,Google
Confluent Staging Confluent Cloud Service Stag,ConfluentStaging,ApplicationServices,Google
DRVN Intelligence SPiDR by DRVN,DRVNIntelligence,ApplicationServices,Google
Dell Technologies Dell EMC PowerScale for Google Cloud,DellTechnologies,ApplicationServices,Google
Flywheel Software 1st Party Data Platform,FlywheelSoftware,ApplicationServices,Google
"Ionic Security, Inc. Ionic Machina",IonicSecurityInc,ApplicationServices,Google
Cloud Media Translation API,MediaTranslation,ApplicationServices,Google
On-Demand Scanning,OnDemandScanning,ApplicationServices,Google
